4 154 510.999 1.16333 405.745 0.369956 63.3958
6 120 170.826 2.18053 402.467 1.02833 37.959
7 45 209.802 1.16992 411.547 1.22718 -38.9443
8 43 510.999 1.17203 419.622 0.894106 -32.2051
19 55 50.6853 2.33984 400.872 2.85825 -24.5887
21 3 206.445 1.13086 406.747 0.467404 -51.1709
21 41 304.554 1.15234 409.75 0.473287 -46.3564
25 45 436.777 1.14572 403.542 1.18949 -32.1703
29 161 188.64 2.06403 400.515 1.47439 65.384
36 48 510.999 1.22023 409.684 1.64606 -41.2124
37 173 202.397 2.05713 404.599 -2.76305 77.8221
38 157 510.999 1.11202 407.089 0.902364 58.4752
40 5 510.999 1.13344 407.799 0.806276 -75.6437
46 42 510.999 1.10811 409.527 0.715191 -26.7652
49 188 473.452 1.30766 405.985 -0.329094 78.1697
54 31 284.072 1.75442 410.289 -1.12208 -71.7767
56 148 392.253 1.47635 415.163 -0.630954 46.0992
58 65 136.151 1.97656 401.232 -1.89332 -45.707
60 33 65.1357 2.60144 400.663 -0.831685 -68.0337
64 113 218.962 1.24859 404.114 -0.11909 -10.2041
70 113 510.999 1.28206 410.372 -0.211632 -2.19256
77 114 185.397 2.0205 401.966 0.0338305 26.6757
78 77 61.8318 1.80273 400.772 0.192618 -6.71209
82 112 433.662 1.33984 409.255 -0.350993 -13.8986
85 189 448.993 1.27344 408.025 -0.238642 48.5497
86 2 499.87 1.20436 413.116 0.26323 -64.2154
87 46 58.1659 1.55078 400.765 1.35424 -39.6462
90 164 204.234 1.3261 416.336 2.03887 67.6517
91 44 183.813 1.1543 402.278 1.00055 -23.9853
93 127 177.468 1.46875 403.901 2.07918 36.1129
95 62 510.999 1.60938 403.788 -2.36207 -33.7123
95 119 510.999 1.13025 415.2 0.798534 26.3483
98 92 510.999 1.43994 407.289 2.67049 12.128
99 167 510.999 1.44908 411.069 2.52003 67.433
108 152 510.999 1.24711 407.556 0.00867697 63.5365
121 75 201.7 1.50781 401.118 -0.109929 -40.7157
127 83 193.27 1.59082 404.239 1.17039 -10.383
131 159 172.294 1.3731 401.234 1.15478 72.8394
133 154 510.999 1.16162 407.899 0.405145 52.6494
134 49 72.779 1.30859 405.768 1.88386 -19.3764
134 88 361.858 1.36328 413.183 1.90972 -8.86513
135 134 148.284 1.6582 402.262 -2.90415 22.7423
138 15 173.668 1.70898 400.811 2.48196 -49.709
139 123 413.223 1.20312 405.843 1.54751 26.0479
140 156 282.506 1.36561 401.401 0.641303 55.3293
143 26 510.999 1.6176 404.774 -2.02501 -76.1118
143 120 510.999 1.10547 401.552 1.03254 45.6603
152 7 510.999 1.14062 409.629 1.17813 -59.0848
152 152 241.352 1.3125 401.081 -0.0459324 70.3365
153 85 510.999 1.17356 403.811 1.54036 -14.0805
157 34 510.999 1.43594 416.96 -0.682162 -64.0483
157 165 510.999 1.32003 404.037 2.10762 74.7208
160 11 510.999 1.24793 401.904 1.82716 -69.6386
162 164 510.999 1.2778 401.972 1.95546 67.0334
164 147 36.0022 2.90625 401.409 -0.748085 45.0437
165 63 91.5671 1.77347 401.643 -2.09013 -32.4671
172 19 236.302 1.55273 400.823 3.09041 -54.3906
185 10 80.5157 1.22852 400.578 1.66456 -79.9806
187 46 510.999 1.16181 408.824 1.30723 -42.1256
189 50 229.925 1.47905 410.001 2.03695 -22.3282
190 60 510.999 1.55423 403.666 -2.64979 -29.4523
190 118 510.999 1.18043 414.441 0.60112 24.2893
191 50 267.203 1.28526 402.146 1.96516 -39.2549
191 71 436.073 1.45263 419.594 -0.792568 -17.8648
191 109 74.9256 1.37866 404.813 -0.772371 -3.63636
195 89 243.174 1.46875 404.102 2.19931 -10.1997
202 5 162.454 1.13411 402.608 0.814291 -50.913
203 67 231.65 1.57091 408.453 -1.41554 -46.4555
203 114 122.462 1.83106 403.615 0.0792927 21.7265
206 38 510.999 1.23479 407.331 -0.00981891 -42.9483
206 49 248.543 1.26953 402.698 1.8177 -28.7719
208 41 63.4279 1.60999 400.199 0.478126 -20.7845
214 117 194.626 1.96929 402.829 0.553231 16.7434
215 157 169.926 1.65625 400.84 0.844795 69.2194
217 0 510.999 1.23749 407.867 0.022489 -54.6969
218 72 510.999 1.36258 407.169 -0.617093 -36.2337
218 127 61.1052 1.36426 413.802 2.14413 43.8295
219 157 510.999 1.11719 403.586 0.827794 77.4934
221 39 366.521 1.19922 408.423 0.237618 -26.1116
226 38 5.7171 1.20605 405.827 0.0778882 -47.3254
227 49 23.5983 1.42578 400.115 1.82032 -19.9625
231 4 183.498 1.43305 401.085 0.645763 -54.9284
232 104 418.63 1.57679 406.198 -1.59498 1.24631
248 181 198.2 1.83897 401.835 -1.42454 71.0568
251 95 259.18 1.61437 403.072 -3.09625 -15.5971
268 68 510.999 1.5155 405.551 -1.30853 -18.3419
271 52 417.887 1.34766 400.82 2.26856 -33.8102
275 119 228.314 1.13613 401.615 0.867836 46.9132
276 113 510.999 1.21889 404.419 -0.142212 8.10923
277 40 202.594 1.18359 411.607 0.408363 -40.8147
277 41 284.547 1.22302 416.763 0.433431 -36.4868
280 148 204.207 1.67239 404.042 -0.711478 31.9233
284 19 97.0406 1.9201 400.368 -3.10391 -57.9338
286 9 510.999 1.17807 401.888 1.55734 -65.9648
287 129 253.412 1.45919 412.477 2.51664 46.4432
288 0 510.999 1.22789 410.592 -0.0117266 -64.1621
288 18 53.069 1.57617 408.508 2.91176 -48.0712
288 56 403.113 1.57303 408.175 2.91317 -47.7352
300 47 510.999 1.19983 409.263 1.4647 -28.7366
303 111 68.0548 1.70898 400.146 -0.487339 -15.9937
306 100 367.754 1.60659 402.043 -2.30272 -3.89844
310 164 257.47 1.42969 400.142 2.00339 48.4844
312 171 158.092 1.6582 403.127 -3.09127 73.1353
315 171 82.6892 2.15913 401.483 3.06734 64.6605
316 169 59.5337 1.85547 401.957 2.80762 71.3201
319 43 510.999 1.09375 402.405 0.895397 -33.5366
319 124 137.904 1.92188 401.858 1.59573 41.0057
328 35 510.999 1.33203 409.542 -0.445477 -51.4231
328 166 510.999 1.40337 414.233 2.31437 62.3031
329 121 510.999 1.11719 404.047 1.09255 32.7658
332 2 510.999 1.15832 402.173 0.361058 -61.6818
336 52 363.518 1.44752 411.885 2.29057 -35.2234
336 168 139.176 1.96289 403.325 2.56653 75.5524
339 116 510.999 1.18346 417.917 0.266226 34.1869
343 10 226.7 1.49117 409.502 1.6764 -54.9689
345 46 311.834 1.21693 405.804 1.34692 -42.6893
345 124 126.091 1.97481 400.938 1.60882 23.2209
346 11 173.645 1.98828 400.902 1.86345 -66.7856
348 0 45.1504 1.27063 414.428 -0.0721498 -60.214
349 68 154.484 1.67187 402.906 -1.28496 -47.6624
350 143 125.885 2.46289 400.506 -1.50856 26.6151
356 4 510.999 1.1129 403.607 0.70861 -56.8474
359 172 5.53164 1.66602 408.872 -2.94619 71.3091
363 115 71.8544 1.76172 400.452 0.145071 44.252
367 102 305.958 1.70514 403.932 -1.96559 5.79643
370 99 509.913 1.59172 401.759 -2.54257 -13.1946
370 118 510.999 1.10068 401.825 0.656059 23.0331
375 85 510.999 1.18522 410.049 1.53336 6.7376
375 106 510.999 1.52521 407.827 -1.31337 -6.97883
376 82 129.107 2.06018 400.817 1.03882 -9.89941
378 40 510.999 1.19458 413.804 0.375829 -29.3235
382 0 125.49 1.36997 401.553 0.0288353 -78.4027
383 38 510.999 1.18618 401.391 0.0302885 -25.247
386 66 329.482 1.71057 412.35 -1.70644 -27.8442
390 10 100.488 2.0909 400.757 1.61279 -70.6869
393 82 510.999 1.14995 416.337 0.916917 8.73517
393 169 198.944 1.73895 403.452 2.73285 50.1839
399 29 249.803 2.1582 403.662 -1.52686 -78.259
402 57 510.999 1.55902 404.402 -3.11639 -33.8168
402 116 104.661 1.13818 405.589 0.266457 33.8005
405 44 510.999 1.09336 401.072 0.977432 -24.0089
406 19 387.602 1.57873 409.023 -3.10293 -52.7217
406 156 510.999 1.14551 407.402 0.73174 79.2858
409 131 314.235 1.57651 401.658 2.82699 26.1804
410 15 510.999 1.42188 412.622 2.49612 -55.0717
411 158 287.683 1.16775 403.671 1.06395 54.7757
412 31 452.098 1.51013 406.096 -1.13424 -70.752
417 75 510.999 1.25856 415.111 -0.0952887 -31.2438
418 37 357.162 1.24219 407.587 -0.130095 -48.5689
418 75 153.837 1.24609 406.472 -0.129437 -47.9053
418 168 510.999 1.46484 405.465 2.68813 59.9555
419 87 510.999 1.23613 402.436 1.87647 -0.27921
419 187 466.447 1.382 410.724 -0.55556 58.356
420 123 159.948 2.17302 407.061 1.54985 32.5301
421 79 510.999 1.09289 404.134 0.493042 -8.30367
428 157 441.849 1.12698 405.206 0.788965 57.5722
429 8 510.999 1.16344 404.057 1.38834 -60.6579
430 88 510.999 1.26947 410.675 1.90863 -11.548
433 117 510.999 1.17187 418.324 0.423446 33.2419
436 127 414.38 1.37637 404.283 2.20322 47.4024
441 151 53.069 2.7041 400.188 -0.160953 36.8477
441 154 11.2128 1.96301 400.942 0.396972 62.974
443 88 416.838 1.2691 404.882 1.93167 0.997469
449 0 345.545 1.27359 405.574 0.0586965 -65.599
450 154 221.866 1.50805 404.568 0.301273 70.8076
454 38 232.618 1.41292 403.099 -0.0729581 -31.3378
455 124 106.62 1.98731 401.537 1.65567 44.0883
464 52 453.099 1.40231 406.393 2.30955 -38.8297
465 53 444.063 1.45499 410.739 2.47742 -41.3687
467 124 344.672 1.29154 410.731 1.66652 44.7277
475 38 115.102 1.8125 403.276 0.0470178 -41.9468
478 62 418.161 1.71125 413.577 -2.27878 -46.7554
481 9 227.301 1.52055 405.615 1.41686 -61.1628
484 118 510.999 1.10214 402.893 0.656511 26.0626
486 180 248.051 1.75092 401.376 -1.69799 52.5746
491 127 168.106 1.71555 401.878 2.1673 46.8425
492 89 510.999 1.32722 411.406 2.11667 0.17516
492 110 510.999 1.36419 405.598 -0.634702 4.42396
493 114 224.984 1.46875 406.515 -0.00286175 23.0067
500 149 138.431 1.42139 400.189 -0.489159 24.6595
501 188 510.999 1.29877 404.573 -0.36951 78.2293
503 44 72.2763 1.61768 400.078 0.996948 -38.8254
506 147 70.7351 2.10254 400.054 -0.815712 43.5105
507 44 510.999 1.11903 411.095 0.950546 -33.1817
512 114 510.999 1.23434 416.476 0.0616274 16.5611
513 167 59.8241 2.36328 400.933 2.53779 77.8724
515 86 242.692 1.30469 402.036 1.71091 -8.37823
517 127 281.896 1.3144 407.164 2.11838 36.3852
518 8 0.960526 1.27246 417.158 1.33905 -71.0472
518 187 510.999 1.34483 407.126 -0.563497 71.1205
522 72 510.999 1.35938 402.666 -0.715984 -22.121
522 127 510.999 1.32631 411.815 2.08266 28.6135
525 119 390.244 1.15625 409.685 0.809489 31.5392
533 108 446.18 1.44531 402.343 -0.944539 13.8332
540 118 510.999 1.16406 419.297 0.706544 44.2712
548 157 510.999 1.13764 408.767 0.87298 73.6249
558 73 111.547 1.40326 402.479 -0.429746 -16.8823
560 12 109.162 1.66992 402.992 1.91876 -64.912
561 164 510.999 1.28241 404.125 1.97806 69.4558
564 6 186.584 1.74137 402.245 1.0338 -79.9351
564 116 510.999 1.18926 411.592 0.317751 42.2255
566 176 298.044 1.8684 406.903 -2.28813 73.4397
569 19 510.999 1.57465 404.139 -3.06434 -72.4985
574 55 7.64867 1.87109 401.245 2.73321 -28.3551
574 158 510.999 1.12475 405.332 0.950136 52.2358
578 159 510.999 1.1346 407.249 1.22685 55.0936
582 97 103.144 2.04297 401.768 -2.88056 15.2951
583 156 70.0531 1.82422 400.15 0.685085 63.6488
584 55 478.393 1.49523 408.371 2.88197 -16.283
593 120 311.767 1.17868 401.301 0.980195 31.7698
596 185 173.159 2.11007 402.017 -0.860921 54.083
598 84 160.491 1.85909 401.948 1.34153 4.3031
600 8 184.221 1.61761 401.832 1.29195 -68.5139
602 26 343.551 1.68359 411.945 -1.92893 -68.465
604 119 378.082 1.11718 401.412 0.892493 33.2746
607 61 148.895 2.10412 400.212 -2.50306 -23.6557
609 38 429.097 1.19541 402.057 0.0722242 -33.3156
609 39 9.55733 1.17188 402.83 0.0858264 -22.167
609 132 267.516 1.51123 400.683 2.92684 32.8641
609 173 243.483 2.22081 400.394 -2.82441 63.5431
615 28 181.12 1.77368 410.324 -1.69756 -76.3218
618 65 157.561 1.67071 402.754 -1.86383 -40.6282
621 114 147.322 1.22852 408.937 0.0017968 42.0455
622 7 510.999 1.12752 401.411 1.12155 -61.8293
630 85 436.656 1.18 403.951 1.46902 1.96232
633 168 510.999 1.46408 412.976 2.60011 78.649
638 157 51.0396 1.74376 400.581 0.784051 58.6373
639 154 510.999 1.14358 401.708 0.33909 58.224
648 170 321.987 1.56494 405.752 3.0537 64.7328
649 151 167.851 1.35708 402.056 -0.0890748 19.4825
654 179 166.318 2.00325 400.624 -1.78849 76.0855
